Utterance_Das,Original_Label,DeepSeek
"Oh, boy, do they suck. (Question) ",anger,disgust
"Hey, listen, lady.......whoa. (Command) ",surprise,anger
"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat. (Statement Non Opinion) ",disgust,disgust
Oh yeah? And who do you like? (Question) ,neutral,neutral
The Celtics. (Answer) ,neutral,neutral
"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright? (Statement Opinion) ",disgust,anger
"Oh, shut up. You know, it's a rebuilding year. You... waah! (Statement Non Opinion) ",anger,anger
"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father! (Statement Non Opinion) ",anger,surprise
There is no father. (Statement Non Opinion) ,neutral,sadness
"Oh, oh, oh, sorry. (Apology) ",fear,sadness
"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here. (Statement Non Opinion) ",neutral,neutral
Ok. (Statement Non Opinion) ,neutral,neutral
"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba. (Statement Non Opinion) ",fear,sadness
"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer. (Statement Non Opinion) ",fear,fear
Oh God... (Others) ,fear,fear
"I'll be right there, Bernice. (Statement Non Opinion) ",neutral,neutral
"Look, please, please don't go anywhere, okay? (Statement Non Opinion) ",fear,sadness
Okay. (Agreement) ,neutral,neutral
"Okay, we'll be here! (Statement Non Opinion) ",neutral,joy
Hating you! (Statement Non Opinion) ,anger,anger
Did you see how he was sweating when he walked out of there? (Question) ,surprise,surprise
"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels (Statement Non Opinion) ",neutral,anger
Yeah... I'm pretty sure I'm still gonna marry him. (Statement Opinion) ,joy,joy
"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock! (Statement Opinion) ",disgust,anger
"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S. (Statement Opinion) ",neutral,sadness
Oh God. (Others) ,surprise,disgust
I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...? (Statement Non Opinion) ,fear,sadness
And I hope Barry doesn't kill you and eat you in Aruba. (Statement Non Opinion) ,sadness,anger
"Listen, Robert's gonna be here any second so, will one of you just tell him? (Question) ",neutral,fear
Oh. (Others) ,sadness,neutral
"Please, right now, no, every time I see him it's like 'Is it on the lose?' 'Is it watching me?' (Statement Opinion) ",fear,disgust
"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff. (Statement Opinion) ",anger,anger
"He's right, even if it's to say something complementary. (Agreement) ",neutral,neutral
Hey! (Greeting) ,surprise,joy
Hey. (Greeting) ,neutral,neutral
"So are ready for the gym? They've got this new rock climbing wall, we can spot each other. (Question) ",neutral,joy
"No, I can spot you from here. (Answer) ",neutral,anger
What? (Question) ,surprise,surprise
"Okay, listen Robert... (Command) ",neutral,neutral
I don't have time for this. (Statement Non Opinion) ,anger,anger
"No, that is what the game is. (Disagreement) ",neutral,anger
Which you just gave up really quickly. (Statement Non Opinion) ,neutral,neutral
Have you seen Joey? (Question) ,neutral,neutral
What's the matter? (Question) ,neutral,neutral
"Oh, just this! Y'know what it's my fault really, because the couch is usually where we (Statement Non Opinion) ",neutral,sadness
"Hey, does somebody wanna hand me one of those tiles. (Statement Non Opinion) ",neutral,neutral
What's going on? (Question) ,surprise,neutral
He's retiling my floor. (Answer) ,neutral,neutral
Yo!! Spackel boy! Get up! (Command) ,neutral,anger
"Ah-ah-ah, now you started this, you will finish it. (Statement Opinion) ",anger,anger
He started mine first! (Statement Non Opinion) ,anger,anger
"Build the unit Cinderelly, lay the tile Cinderelly. (Command) ",anger,joy
Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!! (Command) ,joy,anger
Can I help you? (Question) ,neutral,neutral
Uh-oh. (Others) ,fear,surprise
"Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it. (Statement Non Opinion) ",neutral,neutral
"Chloe, switch with me, there's some guys here that got a crush on you. (Statement Non Opinion) ",neutral,neutral
"Okay, that hurt us. (Statement Non Opinion) ",joy,sadness
Hi guys. I haven't seen you since this morning. (Statement Non Opinion) ,neutral,joy
"Well ah, ........y'know. (Others) ",neutral,neutral
"Hey, what are you guys doing tomorrow night? (Question) ",neutral,joy
Both of us? (Question) ,surprise,surprise
Maybe. Does that scare ya? (Question) ,neutral,fear
Relax. It's just Issac's D.J.-ing at the Philly. You should come. (Answer) ,neutral,joy
We'll be there. (Statement Non Opinion) ,joy,joy
"Great. I'll ah, see ya then. (Statement Non Opinion) ",joy,joy
"All right, rock on. (Statement Non Opinion) ",joy,joy
"Umm, candles, champagne, yeah anniversaries are great. (Statement Opinion) ",joy,joy
"Cause you know love lasts forever, y'know. (Statement Opinion) ",joy,joy
"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up. (Statement Non Opinion) ",sadness,sadness
"Oh God, Ross I am so sorry. (Apology) ",joy,sadness
"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night? (Statement Opinion) ",neutral,neutral
"Oh yeah, I'd love that. (Agreement) ",joy,joy
"Oh, great! Me too. (Agreement) ",joy,joy
I guess it all started when Rachel got this new job. (Statement Opinion) ,neutral,sadness
And why do you care so much? (Question) ,neutral,anger
Because! You could get to live out my fantasy! (Answer) ,joy,joy
You had fantasies about Emily? (Question) ,sadness,surprise
"No! Y'know, (Answer) ",neutral,neutral
Is that why in junior high you were the only one that hung out with that Ukrainian kid? (Question) ,neutral,disgust
"Yeah that, plus his mom used to put sour cream on everything! (Answer) ",neutral,joy
Do you love her? (Question) ,neutral,sadness
"We said it was only going to be two weeks, y'know? (Answer) ",neutral,sadness
You love her! (Statement Non Opinion) ,surprise,joy
What-what is love really? (Question) ,neutral,sadness
"Ohhh, I (Others) ",neutral,neutral
I am a good kisser. (Statement Non Opinion) ,neutral,joy
"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in... I've been watching too much porn. (Statement Opinion) ",neutral,joy
So basically this is very easy. You read from the script and try to sell as much toner as you possibly can. (Statement Non Opinion) ,neutral,neutral
"Okay, I can do that! Oh, by the way, I (Agreement) ",joy,joy
Why don't we do a trial run. (Statement Opinion) ,neutral,neutral
"Oh okay. Umm, all right. Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please? (Question) ",neutral,neutral
I'm the supply manager. (Statement Non Opinion) ,neutral,neutral
"Umm, okay I would like to talk to you about your toner needs. (Statement Non Opinion) ",neutral,neutral
"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to (Greeting) ",joy,joy
"Hey, Chandler! What are you doing here? (Greeting) ",surprise,joy
"Oh, I just wanted to say, ""Hey!"" (Greeting) ",joy,joy
Hey! (Greeting) ,neutral,joy
Okay. (Others) ,neutral,neutral
"Oh, hey, Mon, do you still have your like old blouses and dresses from high school? (Question) ",neutral,neutral
"Yeah, I think I have some around here somewhere. Why? (Question) ",neutral,neutral
"Well, it's just that maternity clothes are so expensive. (Answer) ",joy,sadness
"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could just......throw your purses at it. (Statement Non Opinion) ",sadness,neutral
Bloomingdale's (Others) ,neutral,neutral
"Oh my God, are you out of a job? (Question) ",surprise,surprise
"No, but they stuck me in personal shopping. Which is just a (Answer) ",sadness,anger
Okay! (Others) ,neutral,joy
"Come on, no peeking! (Command) ",joy,anger
Our eyes are closed and we're about to cross the street. Very good. (Statement Non Opinion) ,joy,neutral
"Okayyyyy, open up! (Command) ",joy,joy
What did you want to show us? Because all I can see is this (Question) ,neutral,surprise
"Yeah, it's for our catering business! (Answer) ",joy,joy
I think I know that girl. (Statement Opinion) ,neutral,neutral
"All right, umm, we're not gonna really keep it this way though. (Statement Non Opinion) ",joy,neutral
No? (Others) ,surprise,surprise
"No, we're gonna paint over the sword, and replace it with a baguette. (Statement Opinion) ",neutral,joy
Oh! (Backchannel) ,surprise,surprise
"And also, we don't know what to do with this. (Statement Non Opinion) ",neutral,neutral
"Oh yeah, I definitely know her. (Statement Non Opinion) ",neutral,neutral
"You don't know?! Rach, you balded my girlfriend! (Statement Non Opinion) ",neutral,anger
"All right! Ross, do you think it's easy for me to see you with somebody else? (Question) ",anger,sadness
"Y'know, hey! You're the one who ended it, remember? (Question) ",anger,anger
"Yeah, because I was (Answer) ",neutral,sadness
You still love me? (Question) ,sadness,surprise
Noo. (Answer) ,sadness,neutral
You still love me. (Statement Non Opinion) ,neutral,joy
"Oh, y-yeah, so, you-you love me! (Statement Non Opinion) ",surprise,joy
"Noo, nnnnn. What does this mean? What do you, I mean do you wanna, get back together? (Question) ",surprise,surprise
Noo! (Answer) ,anger,neutral
Maybe! (Statement Opinion) ,surprise,joy
"I, I don't know. (Statement Non Opinion) ",neutral,sadness
"Ross, I still can't forgive you for what you did, I can't, I just, but sometimes when I'm with you I just, I feel so... (Statement Non Opinion) ",sadness,sadness
What?! (Question) ,sadness,surprise
"I just, I feel, I-I just... (Others) ",neutral,sadness
What? (Question) ,neutral,surprise
I feel... (Others) ,neutral,sadness
"Noo!! I don't care! I'm not, I'm not gonna playing one-on-one strip poker with you for practice! (Statement Opinion) ",anger,disgust
But I made cards!! (Statement Non Opinion) ,sadness,neutral
Well! Good night. I'm going upstairs. (Greeting) ,neutral,neutral
Good night. (Greeting) ,neutral,neutral
Wanna play strip poker for practice? (Question) ,sadness,joy
What are you doing? (Question) ,neutral,neutral
The key's stuck in the lock. (Answer) ,neutral,neutral
I can fix it. Hold on. Look out. Look out. (Command) ,neutral,anger
It still doesn't work. (Statement Non Opinion) ,joy,sadness
"Isn't it incredible?! Monica and Chandler, gettin' married. (Question) ",joy,joy
"I know, they're gonna be (Answer) ",joy,joy
"Ohh... I mean two best friends falling in love, how often does that happen? (Question) ",joy,joy
Not (Answer) ,neutral,neutral
No! I'm so happy for them! (Statement Non Opinion) ,joy,joy
Me too! So happy for them! (Agreement) ,joy,joy
"Oh no! No God, definitely not jealous! (Statement Non Opinion) ",neutral,anger
"I mean I'm probably 98% happy, maybe 2% jealous. And I mean what's 2%? That's nothing. (Statement Non Opinion) ",neutral,sadness
Totally. I'm like 90/10. (Statement Non Opinion) ,joy,neutral
Yeah me too. (Agreement) ,neutral,neutral
"Hey uh, have you guys scene Chandler? (Question) ",neutral,neutral
"Wh--no, but y'know who did stop in here looking for ya, Tennille. (Answer) ",neutral,neutral
Remember that guy from cooking school I told you about that put cilantro with everything? (Question) ,neutral,neutral
"Oh sure, Cilantro Larry. (Answer) ",neutral,neutral
"Well, I'm gonna fill in for him as food critic for the Chelsea Reporter. (Statement Non Opinion) ",joy,joy
"Wow, Monica! What an amazing opportunity to influence... dozens of people. (Apology) ",joy,disgust
"How could you say yes, what about our catering business? (Question) ",anger,anger
"Oh no-no-no, it's only one night a week, and plus I get to take all of you out for a (Answer) ",neutral,joy
Yay!! (Others) ,joy,joy
"Oh, in that case----Yay! That was me hopping on board. (Statement Non Opinion) ",joy,joy
Oh. (Backchannel) ,joy,neutral
"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party? (Question) ",joy,joy
Hello. (Greeting) ,neutral,neutral
"Hey, it's me. (Greeting) ",neutral,neutral
"I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone. (Statement Non Opinion) ",sadness,sadness
Hello. (Greeting) ,neutral,neutral
"Look I never should have kissed your girlfriend, but I'm (Statement Opinion) ",fear,sadness
Stop callin'!! (Command) ,anger,anger
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge. (Statement Non Opinion) ",joy,joy
