Conversation,Original_Label,Ds-r1
"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",anger,frustrated
"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",xxx,frustrated
"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",sad,frustrated
"cause you know what you get, Carla?  You know what you get?  This.",frustrated,anger
This.  What?  What is this?  This isn't even anything.,xxx,frustrated
"Yes, it is.",neutral,neutral
"Uh, right this is standing on the beach.  This is waiting.  This is fighting.",xxx,neutral
Right.,neutral,neutral
Well.  This isn't anything like I thought anything would be like.,sad,frustrated
"I know, me neither.",sad,neutral
"I mean, this is just this.  It includes a lot and everything, but it isn't something else.  Do you have any idea what I'm trying to say?",xxx,frustrated
I'm doing the best I can.,sad,frustrated
"I know that, Augie.  Really, I do.",sad,frustrated
"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",sad,sad
Maybe if you were with somebody else too.,sad,frustrated
I didn't say that.,sad,frustrated
"No, I know.  But still.  I know I don't make you happy.",sad,sad
"Oh, for heaven sake, whatever I'm doing, I'd rather be doing it with you.",xxx,happy
Yeah?,surprise,frustrated
"Oh, don't be ridiculous.  I mean, don't you know that?",xxx,frustrated
You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,sad,frustrated
"Well, now that you mention it.  No, I don't.",xxx,frustrated
"Okay.  Fine so.  We're in the wrong spot, but we're with the right person.",xxx,frustrated
"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",happy,neutral
"Yeah, I noticed that.  Looks pretty, doesn't it?  Big ol' white moon.",xxx,happy
"Well, look what we have here.",happy,surprised
"Augie, you brought refreshments.",happy,happy
It's not champagne.,happy,neutral
"Well, then we don't need glasses.",happy,neutral
You still cold?  Do you wanna go home?,xxx,neutral
No.  I think you might be right.  Maybe this is the spot after all.,happy,happy
"Augie, I'm sorry.",sad,sad
Shh.  If we're very quiet the fish might come.,happy,excited
Or not.,happy,neutral
Or not.,happy,neutral
Good God.,xxx,surprised
Do you think it's them?,fear,fear
I wonder.,neutral,neutral
"Well, nobody know we're here except Freda and she wouldn't ring up.",fear,fear
"Must be them, then.",xxx,frustrated
What're we gonna do?,fear,fear
"We're all right, darling, aren't we?  Whatever happens.",xxx,happy
"Now and always, sweet.",xxx,happy
I don't care then.,neutral,frustrated
It was bound to come sooner or later.,xxx,neutral
Hello?  Hello?  What?  Wrong number.,neutral,surprised
"Ah, it send shivers up my spine.",excited,fear
What do we do if they suddenly walk in on us?,xxx,fear
Behave exquisitely.,happy,neutral
With the most perfect poise?,neutral,neutral
"Oh, of course.  I shall probably do a court curtsy.",happy,frustrated
Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,neutral,happy
What's so horrible is that one can't stay happy.,happy,frustrated
"Oh, darling, don't say that.",neutral,fear
It's true.  The whole business is a very poor joke.,happy,frustrated
"Meaning that sacred and beautiful thing, love?",neutral,surprised
"Yes, meaning just that.",happy,neutral
"Oh, what does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",xxx,frustrated
Don't laugh at me.  I'm serious.,xxx,frustrated
"You mustn't be serious, my dear one.  That's just what they want.",neutral,happy
Who's they?,neutral,frustrated
All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.,neutral,anger
Flippancy brings out the acid in their damn sweetness and light.,neutral,anger
"If I laugh at everything, then I must laugh at us too.",neutral,frustrated
"Certainly, you must.  We're figures of fun, alright.",neutral,frustrated
"Well how long will it last us, this ludicrous overbearing love of ours.",neutral,frustrated
Who knows.,neutral,neutral
"Well, shall we always want to bicker and fight?",neutral,frustrated
"No, that desire will fade.  Along with our passion.",neutral,sad
"Oh, dear, shall we like that?",neutral,fear
Depends on how well we've played.,neutral,neutral
"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",neutral,sad
Yes.  Yes. With all his might.,excited,excited
"That's serious enough, isn't it?",xxx,frustrated
"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.",excited,frustrated
"Darling, I believe you're talking nonsense.",happy,frustrated
So is everyone else in the long run.,neutral,neutral
"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.",excited,happy
"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",excited,sad
"Elliott, worms don't pop.",happy,neutral
"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",neutral,frustrated
"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",happy,anger
You remember that awful scene we had in Venice?,neutral,sad
Which particular one?,happy,neutral
The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,neutral,happy
Charles.  That was his name.  Charles.  He did wriggle so beautifully.,happy,happy
"Ah, horrible thing.  I hated it.",xxx,anger
"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",happy,frustrated
How long did that row last?,neutral,neutral
It went in intermittently for days.,happy,frustrated
The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,neutral,frustrated
It burned my comb too and all the towels in the bathroom.,happy,frustrated
"That was a rouser, wasn't it?",xxx,excited
That was the first time you ever hit me.,neutral,surprised
I didn't hit you very hard.,neutral,frustrated
"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",happy,fear
"Oh, I'll never forget his face.",excited,sad
It was ridiculous.  Completely ridiculous.,excited,frustrated
We were very much younger then.,neutral,sad
and very much sillier,xxx,happy
"As a matter of fact, the real cause of that row was Peter Burden.",neutral,neutral
I knew nothing of the sort.  You took presents from him.,neutral,anger
Presents?  Just a trivial little broach.,xxx,frustrated
"Ah, yes, I remember it well.  Bristling with diamonds in the worst possible taste.",xxx,frustrated
"No, it wasn't.  It was very pretty.  I still have it and I wear it often.",xxx,happy
You went out of your way to torture me over Peter Burden.,xxx,anger
"No, I didn't.  You worked the whole thing up in your jealous imagination.",xxx,anger
"You must admit, he was in love with you, wasn't he?",xxx,frustrated
"Just a little perhaps, nothing serious.",xxx,neutral
You let him kiss you.  You said you did.,xxx,frustrated
"Well, what of it?",xxx,frustrated
What of it?,anger,neutral
It didn't hurt him at all and I enjoyed it.,xxx,happy
"Well, what about me?",anger,frustrated
"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",neutral,frustrated
"Well, that's a nice point of view I must say.",xxx,frustrated
I'm bored with this conversation.,xxx,frustrated
"Me, too.  Bored stiff.  You want some brandy?",neutral,neutral
"No, thanks.",xxx,neutral
I think I'll have some.,xxx,neutral
Don't see why you want any.  You've already had two glasses.,xxx,frustrated
No particular reason.  Anyhow they were very small ones.,neutral,neutral
