Sentence,Original_Label,DeepSeek
"Right, sure. (neutral) ",Agreement,Acknowledge
"But I mean you kind of got to, you got to fake it 'til you feel it, right? (neutral) ",Statement Opinion,Statement Non Opinion
"I guess I just getting really hard to fake, you know. (frustrated) ",Statement Opinion,Statement Opinion
I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No. (neutral) ,Statement Opinion,Statement Non Opinion
"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything? (frustrated) ",Question,Question
No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset. (neutral) ,Statement Opinion,Statement Non Opinion
Yeah. (frustrated) ,Backchannel,Acknowledge
I come across angry? (frustrated) ,Question,Question
No. (neutral) ,Answer,Statement Non Opinion
What? (anger) ,Question,Question
"Well, you know a little.  If you were to listen to-- (neutral) ",Answer,Statement Non Opinion
"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please. (frustrated) ",Command,Statement Opinion
I just don't want you to fly off the handle. (neutral) ,Statement Opinion,Statement Non Opinion
"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all. (frustrated) ",Agreement,Statement Opinion
You kind of have a short fuse. (neutral) ,Statement Opinion,Statement Non Opinion
I have a short fuse? (frustrated) ,Question,Question
Yeah. (neutral) ,Agreement,Statement Non Opinion
"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it. (anger) ",Command,Command
"Like this, right now we're trying have a conversation. (neutral) ",Statement Non Opinion ,Statement Non Opinion
We're trying to have a conversation and you seem extremely hostile. You keep cutting me off. (neutral) ,Statement Opinion,Statement Non Opinion
"Well, it's 'cause I can't get a job, okay? (xxx) ",Statement Opinion,Statement Opinion
I'm not always right I'm just-- (frustrated) ,Disagreement,Statement Opinion
I can't finish the sentence with you without you jumping in... (neutral) ,Statement Non Opinion ,Statement Non Opinion
...and you're always right. (neutral) ,Statement Opinion,Statement Non Opinion
fine okay. (xxx) ,Agreement,Acknowledge
You have an excuse for everything. (neutral) ,Statement Opinion,Statement Non Opinion
[BREATHING] (frustrated) ,Others,Others
I'm just saying that maybe you should take in some information before you produce more of your own. (neutral) ,Statement Opinion,Statement Non Opinion
I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to. (anger) ,Statement Opinion,Statement Opinion
[BREATHING] (neutral) ,Others,Others
That's -. (frustrated) ,Backchannel,Statement Non Opinion
"You know, and like I don't think it's that much to ask. I know. (frustrated) ",Statement Opinion,Statement Opinion
"Well, what kind of field are you looking to go into? (neutral) ",Question,Question
That's it. (neutral) ,Statement Non Opinion ,Statement Non Opinion
Can I help you? (neutral) ,Question,Question
"Yes, please help me.  Where is my bag? (frustrated) ",Question,Answer
I need a little more information. (neutral) ,Statement Non Opinion ,Statement Non Opinion
"Where is my bag?  Come on, I've been here for four hours. (frustrated) ",Statement Non Opinion ,Statement Non Opinion
What- What flight did you come in on? (neutral) ,Question,Question
"Okay, I'm coming in from Atlanta. (frustrated) ",Answer,Answer
Georgia? (neutral) ,Question,Question
"Yes, Georgia.  Good for you I need my bag.  Can you... (xxx) ",Answer,Statement Non Opinion
"There's no need for you to raise your voice, sir. (neutral) ",Statement Opinion,Statement Non Opinion
I've been college educated. (neutral) ,Statement Non Opinion ,Statement Non Opinion
I speak your language. (neutral) ,Statement Non Opinion ,Statement Non Opinion
Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am? (anger) ,Question,Question
"Listen, shut your smug mouth, okay?  I don't need that. (anger) ",Command,Command
I'm just saying you don't need to talk to me like I- (neutral) ,Statement Non Opinion ,Statement Non Opinion
I've been sitting here for four hours. (anger) ,Statement Non Opinion ,Statement Non Opinion
I'm not a child. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
I've been here for sixteen. (xxx) ,Statement Non Opinion ,Statement Non Opinion
You people have just been tossing me around like a used hanky. (anger) ,Statement Opinion,Statement Non Opinion
I come here every single day. (xxx) ,Statement Non Opinion ,Statement Non Opinion
You work here. (anger) ,Statement Non Opinion ,Statement Non Opinion
"Details, Details.  Well, anyhow can I-- (neutral) ",Question,Statement Non Opinion
so you flew in from Atlanta... (neutral) ,Statement Non Opinion ,Statement Non Opinion
My bag from Atlanta. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
Four...Four hours ago. (neutral) ,Statement Non Opinion ,Statement Non Opinion
It's a little black bag with wheels. (frustrated) ,Statement Non Opinion ,Statement Non Opinion
Do you have any i-? (neutral) ,Question,Question
That you wouldn't let me put in the overhead compartment.  You said I had to check it. (xxx) ,Statement Non Opinion ,Statement Non Opinion
I wouldn't let you?   I was not in Atlanta. I was not in Atlanta. (neutral) ,Statement Non Opinion ,Statement Non Opinion
It's a tiny little bag. (xxx) ,Statement Non Opinion ,Statement Non Opinion
I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was. (neutral) ,Apology,Apology
"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary? (xxx) ",Statement Non Opinion ,Statement Non Opinion
"I have some unfortunate news, uh, that your bag isn't going to be-- (neutral) ",Statement Non Opinion ,Statement Non Opinion
 --arriving any time soon. (neutral) ,Statement Non Opinion ,Statement Non Opinion
"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag? (xxx) ",Question,Statement Non Opinion
I'm really sorry to tell you this but... (neutral) ,Apology,Apology
Okay. (neutral) ,Agreement,Acknowledge
It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline... (neutral) ,Statement Non Opinion ,Statement Non Opinion
...and your future... (neutral) ,Statement Non Opinion ,Statement Non Opinion
"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all? (xxx) ",Question,Question
No. (neutral) ,Answer,Answer
It's gone. (xxx) ,Question,Statement Non Opinion
Yes. (neutral) ,Answer,Answer
Where is it?  Where did it go? (frustrated) ,Question,Question
We've actually... (neutral) ,Answer,Statement Non Opinion
You mean did someone steal it? Do people steal bags? (xxx) ,Question,Question
They do as matter of fact.  We don't like to publicize it because (neutral) ,Answer,Statement Non Opinion
people wouldn't Fly our airline. (neutral) ,Statement Non Opinion ,Statement Non Opinion
Probably people that work for your company huh? (anger) ,Statement Opinion,Statement Opinion
Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check? (anger) ,Statement Opinion,Question
What was that? (neutral) ,Question,Question
My computer which has all of my data which I'm collecting right now. (anger) ,Answer,Statement Non Opinion
That's unfortunate. (neutral) ,Statement Opinion,Statement Non Opinion
Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back. (anger) ,Statement Opinion,Statement Non Opinion
That's too bad. (neutral) ,Statement Opinion,Statement Non Opinion
"Fifty dollars is not going to cover me for my job, okay? (anger) ",Statement Non Opinion ,Statement Non Opinion
I wish I could give it to you. (neutral) ,Statement Opinion,Statement Non Opinion
Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it. (anger) ,Statement Opinion,Command
I wish I- (neutral) ,Statement Opinion,Statement Non Opinion
That's not - no. (neutral) ,Statement Non Opinion ,Answer
No. (neutral) ,Statement Non Opinion ,Answer
It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff. (anger) ,Statement Opinion,Statement Non Opinion
We have plenty of aggressive searching going on it's not there.  Someone's taken it. (neutral) ,Statement Non Opinion ,Statement Non Opinion
"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes. (anger) ",Statement Opinion,Statement Opinion
I know what you guys do when you're not working you're union people; you just sit around on your ass. (anger) ,Statement Opinion,Statement Opinion
You know I don't need to take this sort of abuse. (frustrated) ,Statement Opinion,Statement Non Opinion
"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job. (xxx) ",Statement Non Opinion ,Statement Non Opinion
That's fantastic. (xxx) ,Acknowledge ,Statement Non Opinion
Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow. (xxx) ,Statement Opinion,Command
[BREATHING] (frustrated) ,Others,Others
Thank you very much. (anger) ,Greeting,Acknowledge
You okay? (neutral) ,Question,Question
"Yeah, I'm just-- yeah (sad) ",Answer,Answer
"Just kind of feel numb, you know. (sad) ",Statement Opinion,Statement Opinion
What's happened? (neutral) ,Question,Question
You didn't even hear? (sad) ,Question,Question
[BREATHING] Umm. (sad) ,Backchannel,Backchannel
God I've told this story so many times. Umm. (sad) ,Statement Non Opinion ,Statement Opinion
You don't have to if you don't want to. (neutral) ,Statement Non Opinion ,Statement Non Opinion
I just...I just basically lost someone that was really close to me. (sad) ,Statement Non Opinion ,Statement Opinion
"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because... (sad) ",Statement Non Opinion ,Statement Opinion
I'm sorry to hear that. (sad) ,Apology,Acknowledge
"He kind of didn't have anyone to take care of that for him, so-- (sad) ",Statement Non Opinion ,Statement Opinion
You've been taking care of it all? (sad) ,Question,Question
Oh Jesus. (sad) ,Backchannel,Acknowledge
It's just really...really messed up. (sad) ,Statement Opinion,Statement Opinion
He sick for awhile? (sad) ,Question,Question
No. (sad) ,Answer,Answer
Just like it. (sad) ,Statement Non Opinion ,Statement Opinion
Was it an accident? (neutral) ,Question,Question
"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just -- (sad) ",Answer,Statement Opinion
how was sick? (neutral) ,Question,Question
What? (sad) ,Question,Question
"Well, I'm confused.  He was sick or it was an accident? (neutral) ",Question,Statement Opinion
