"_texto_CONCATENAR(#¡REF!,"" ("",G1,"") "")",Original_Label,DeepSeek_r1
"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do. (Statement Opinion) ",sad,sad
I've never been - I've never been away from you for two weeks let alone a year. (Statement Non Opinion ) ,sad,sad
"Well, just promise me that you going to be safe. (Statement Non Opinion ) ",sad,fear
"I mean can't they put you in like, you know kitchen work or something where you won't get (Question) ",sad,fear
"No, it doesn't work that way (Answer) ",xxx,neutral
"but, I mean, I'm going to do whatever I can and get back here as fast as I can. (Statement Opinion) ",xxx,neutral
It doesn't make any sense; I don't know why we have to be at war in the first place. (Statement Opinion) ,frustrated,frustrated
"I know, but it's not our decision, I guess, you know, I mean (Statement Opinion) ",xxx,frustrated
there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country (Statement Non Opinion ) ,sad,neutral
"and it'll work out you know, go there and do that. Yeah, I'll be back (Statement Non Opinion ) ",neutral,happy
"Will you write me letters, paper ones? (Question) ",sad,sad
"Yeah, of course. I don't know if we'll have computers or anything like that you know, so probably my only option then. (Answer) ",xxx,neutral
"Yeah, I'll write you every day 'cause you're the only thing that's going to be on my mind. (Statement Opinion) ",xxx,happy
"Our baby needs a dad; you can't leave. Okay, you can't disappear. (Statement Opinion) ",sad,fear
"Our baby has a dad, alright. Daddy is going to be back soon. (Agreement) ",sad,happy
"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you. (Statement Non Opinion ) ",sad,sad
I'll miss you too. (Statement Opinion) ,sad,sad
"Oh, you're never going to believe it. (Statement Opinion) ",excited,excited
What? What? You look really happy what's going on? (Question) ,excited,surprised
"Well, I finally did it (Answer) ",excited,happy
Finally did what? (Question) ,excited,neutral
I-I asked her to marry me. (Answer) ,xxx,happy
"You did? Oh, my Gosh, I'm so proud of you. (Statement Opinion) ",xxx,excited
"Yes, I know. [LAUGHTER] (Agreement) ",xxx,happy
"Oh, my Gosh. Well, and did (Backchannel) ",excited,surprised
"I'm so nervous you know, I'm- (Statement Non Opinion ) ",xxx,fear
Did she say yes? (Question) ,excited,neutral
"Yes, she said yes. [LAUGHTER] I know (Answer) ",excited,happy
That's like the most definitive. (Statement Opinion) ,excited,excited
"Oh, my gosh, wait so when did you decide to do this, I mean, (Question) ",xxx,neutral
I would have thought you would have told me that you were planning on doing this. (Statement Opinion) ,excited,frustrated
"Yea, I guess so. Oh, my Gosh. Was she surprised? (Question) ",excited,neutral
"Yes, yes. You know, she - she was like - I mean, she was happy, you know (Answer) ",excited,happy
Yeah. (Agreement) ,xxx,neutral
"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now. (Statement Opinion) ",excited,neutral
So what did you do? (Question) ,xxx,neutral
"Oh, well, it was -- you know, we were at this- at this concert and yeah (Answer) ",happy,neutral
so I-I talked to some of the crew before hand and- (Statement Non Opinion ) ,happy,neutral
"Oh, You did not. (Acknowledge ) ",excited,surprised
I-I did. (Statement Non Opinion ) ,happy,neutral
"Oh, my Gosh. that's so cute (Statement Opinion) ",excited,excited
"So I got the band to do something, you know, like towards the end of the song I got to go up on stage and, uh (Statement Non Opinion ) ",xxx,neutral
"That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God. (Statement Opinion) ",excited,excited
"I know, so (Agreement) ",happy,happy
I got to freak her out. (Statement Non Opinion ) ,happy,neutral
"No, yes -- so (Backchannel) ",excited,neutral
She must have flipped out. (Question) ,excited,neutral
"Yea, that way she was guaranteed that she could not say no. (Answer) ",happy,happy
Right exactly because you can't say no in front of thousands of people. [LAUGHTER] (Agreement) ,excited,happy
"No, but it was good. (Statement Opinion) ",excited,happy
Did you bring her up on stage too? (Question) ,excited,neutral
"Yes, yes. [LAUGHTER] (Answer) ",excited,happy
"Oh, my Gosh, that's so cute. (Statement Opinion) ",excited,excited
"I know it was, I don't know I was really nervous but I'm really - I'm really glad. (Statement Opinion) ",excited,happy
Are your parents excited or...? (Question) ,excited,neutral
"Oh yes, they - they you know they love her and so I mean... (Answer) ",happy,happy
"Yea, totally. So when is it going to happen? (Question) ",xxx,neutral
"Well, we're thinking uh - we're thinking winter time, you know, we're going to do it in the winter and then maybe, you know, maybe (Answer) ",xxx,neutral
"I don't know either do a honeymoon like in the snow or fly down to like Australia, Southern Hemisphere, [GARBAGE] so we'll decide with that. (Statement Opinion) ",xxx,excited
"Ooh, that would be fun. (Statement Opinion) ",excited,excited
"Do you think you'll get a house or something, like you guys are looking to buy some place or (Question) ",xxx,neutral
"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first (Answer) ",excited,neutral
Yeah. [LAUGHTER] (Agreement) ,xxx,happy
but like you know it's just - I guess we're just excited right now that we'll get to continue it together. (Statement Opinion) ,xxx,excited
"Oh my Gosh. I cannot believe you're getting married, that is so cool. (Statement Opinion) ",excited,excited
I know. (Agreement) ,excited,happy
"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER] (Statement Opinion) ",excited,excited
"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand. (Agreement) ",happy,happy
Did you have a good ring? You better have had a good ring. (Question) ,xxx,neutral
"Sure. Oh, yes. (Answer) ",happy,happy
Good. The ring makes all the difference. (Statement Opinion) ,xxx,neutral
You know I had my mom come along maybe help me out a little bit because she's got good taste. but (Statement Opinion) ,xxx,happy
"Oh, that's awesome. (Statement Opinion) ",xxx,excited
"Yes, well, Thanks, thanks. Thank you. yeah (Greeting) ",excited,happy
"Yay, well congratulations, that's so cool. [BREATHING] I can't wait. (Acknowledge ) ",excited,excited
Hah. (Others) ,happy,neutral
I don't know what I'm going to do about this; I mean (Answer) ,frustrated,frustrated
"I have got to get a job, you know? Like- (Statement Non Opinion ) ",frustrated,neutral
"You've been doing a lot of work for it, right? (Question) ",neutral,neutral
"Well, yea you know, I get my resumes and I mean I- (Answer) ",frustrated,frustrated
"Right, so the fact you doing the best that you can is - (Statement Opinion) ",neutral,neutral
"I go out all the places I can, every place that'll give an interview you know. (Statement Non Opinion ) ",frustrated,neutral
"you know you shouldn't give yourself a hard time for that, it's the best you can. (Statement Opinion) ",neutral,neutral
"But it's been so long, like what - what am I - what am I waiting -- I should probably just do something else, or (Statement Opinion) ",frustrated,frustrated
"Well, but you care about what you do, right? (Question) ",neutral,neutral
"I don't know, I mean why - why (Question) ",frustrated,frustrated
"Yea, but it's - it's almost like it's not worth it you know, if I'm going to waste to have my life like trying to get a job, I mean once I actually do get the job it's like oh, retirement or something. I don't know, you know. (Answer) ",frustrated,frustrated
"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh (Statement Opinion) ",neutral,neutral
"Well, and that's what I begin to question after a while is maybe I just don't want it, maybe it's not even worth it, you know, like (Statement Opinion) ",xxx,sad
"I don't even know if it's going to be worth it because I can't break myself in, you know like I can't - can't even get a foot in the door you know. (Statement Opinion) ",frustrated,frustrated
"Well, I mean you're still here you've tried for this long so I think that says something all in itself. (Statement Opinion) ",neutral,neutral
"Yea, it says I'm stupid enough to be trying this long and not move on somewhere else. (Statement Opinion) ",frustrated,sad
You are persistence. I mean that's important. that's (Statement Opinion) ,neutral,neutral
"I mean, I can't- I can't be persistent forever, you know, you can't not have a job forever, you know, I've got- I've got to do something, I've got to make money and get food on the table. (Disagreement) ",frustrated,frustrated
"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time. (Statement Opinion) ",neutral,neutral
"I mean, maybe I'm not, you know. I don't have a job. Maybe - maybe I'm not as good as-as I thought I was and (Statement Opinion) ",frustrated,sad
I just got a whole skewed opinion on just how this is supposed to work out and (Statement Non Opinion ) ,frustrated,neutral
I'm sorry. (Apology) ,sad,sad
"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking (Statement Non Opinion ) ",sad,neutral
"maybe - maybe take up painting, I don't know, you know. (Statement Opinion) ",frustrated,neutral
"Do something that I don't have to go out and do something, stay at home, I don't know. (Statement Opinion) ",frustrated,neutral
Seems like the only option at this point because obviously the outer world has just rejected me of all possible employment. (Statement Opinion) ,frustrated,sad
"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like (Statement Opinion) ",neutral,neutral
"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control. (Statement Opinion) ",neutral,neutral
So you should take that in consideration rather than giving yourself such a hard time. (Statement Opinion) ,neutral,neutral
"I know, but I mean- if that's the - you know, I'm either like the worst at this or just the most unlucky person on the planet I mean this doesn't (Statement Opinion) ",frustrated,frustrated
"It might be the latter I don't know because you're not the worst, I mean you're great, you very talented at what you do. (Statement Opinion) ",xxx,neutral
this doesn't happen to a normal person. (Statement Opinion) ,anger,sad
"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering. (Statement Opinion) ",neutral,neutral
"But like, just because you're considering why it's been so difficult doesn't mean you should just stop. (Statement Opinion) ",neutral,neutral
